Occupation score,Occupation score adjusted,Colby score,first_name,last_name,urls,args
1.0,0.06666666666666668,0.0,Michael,Gordon,"['https://www.odt.co.nz/business/multiple-market-risks-week-make-predictions-tough', 'https://www.law.com/newyorklawjournal/2018/07/30/akshay-belani-joins-stroock-from-morgan-lewis/', 'http://www.espn.com.au/nrl/story/_/id/24223596/sami-shows-best-inconsistent-titans', 'https://www.interest.co.nz/news/95042/economists-say-it%25E2%2580%2599s-likely-new-zealand%25E2%2580%2599s-unemployment-rate-won%25E2%2580%2599t-move-when-data-released']",0
40.0,1.6666666666666667,0.0,David,Pulver,['http://bharatapress.com/2018/07/29/tributary-capital-management-llc-has-1-39-million-stake-in-carters-inc-cri/'],0
6.0,0.35294117647058826,0.0,Andrew,Davis,"['http://www.gainesville.com/news/20180728/students-get-backpacks-glimpse-of-safety-training-at-back-to-school-rally', 'http://www.the-messenger.com/sports/article_bd3d408d-fe9d-5f4b-8e29-b289e6068c10.html']",0
2.0,0.13333333333333333,0.0,Michael,Gordon,['https://www.nrl.com/news/2018/07/29/gold-coast-titans-notch-their-biggest-ever-win-over-the-warriors/'],0
0.0,0.0,0.0,Bernard,Osher,['https://wydaily.com/local-news/2018/07/28/william-marys-christopher-wren-association-to-be-renamed-as-part-of-100000-grant/'],0
0.0,0.0,0.0,Sunil,Thakor,['http://www.dnaindia.com/ahmedabad/report-gujarat-vaccine-deaths-team-from-centre-gives-clean-chit-2642922'],0
0.0,0.0,0.0,Kathleen,Reed,['https://lfpress.com/news/local-news/deadly-crossover-crash-worst-day-of-my-life-woman-tells-st-thomas-court'],0
3.0,0.2,0.0,Michael,Gordon,"['http://www.wamc.org/post/rogovoy-report-72718', 'https://www.nrl.com/news/2018/07/28/tyrone-peacheys-compelling-audition-to-become-penrith-panthers-permanent-fullback/']",0
14.0,0.5833333333333334,0.0,David,Pulver,"['https://www.fairfieldcurrent.com/2018/07/27/carters-cri-releases-q3-earnings-guidance.html', 'https://www.mareainformativa.com/2018/07/26/carters-cri-releases-quarterly-earnings-results-beats-estimates-by-0-22-eps.html']",0
39.5,1.5799999999999998,0.0,Phillip,Frost,"['https://www.miaminewtimes.com/arts/pusha-t-floyd-mayweather-becky-g-party-in-miami-10563190', 'https://flecha123.com/2018/07/27/the-insider-phillip-frost-made-a-purchase-of-90000-shares-of-opko-health-inc-opk-first-bancorp-fbp-had-3-bulls/']",0
0.0,0.0,0.0,Steve,Cummings,['https://www.theinertia.com/surf/the-playful-perfection-that-has-been-lowers-this-week/'],0
7.75,0.4558823529411765,0.0,Andrew,Davis,"['https://www.rollcall.com/news/hoh/lipinski-remembers-late-staffer-andrew-davis', 'https://www.politico.com/newsletters/morning-transportation/2018/07/27/a-series-of-unfortunate-delays-298432', 'https://www.thedailytimes.com/news/burchett-fundraiser-hosts-included-names-of-matlock-supporters/article_713c0331-8d9e-5e6c-8b5a-be6c5277a27f.html', 'http://kbnd.com/kbnd-news/local-news-feed/373253']",0
0.0,0.0,0.0,Bernard,Osher,['http://dailytidings.com/news/top-stories/olli-builds-learning-and-social-connections'],0
47.5,2.6388888888888893,0.0,Rick,McVey,"['https://seekingalpha.com/article/4190115-marketaxess-mktx-ceo-rick-mcvey-q2-2018-results-earnings-call-transcript', 'https://globenewswire.com/news-release/2018/07/25/1541739/0/en/MarketAxess-Reports-Second-Quarter-2018-Revenues-of-107-0-Million-Operating-Income-of-52-0-Million-and-Diluted-EPS-of-1-07.html']",0
0.0,0.0,0.0,Steve,Cummings,['http://www.wbay.com/content/news/Oshkosh-warming-shelter-proposes-major-expansion--489064721.html'],0
17.0,0.7083333333333334,0.0,David,Pulver,['https://www.fairfieldcurrent.com/2018/07/24/carters-cri-scheduled-to-post-quarterly-earnings-on-wednesday.html'],0
24.5,1.3611111111111112,0.0,Anne,Wolff,"['http://endigest.com/2018/07/25/occidental-petroleum-oxy-holder-salem-capital-management-raised-stake-by-364800-as-market-valuation-rose-amphenol-aph-shareholder-coastline-trust-co-has-raised-holding/', 'https://cardinalweekly.com/analysts-see-1-61-eps-for-digital-realty-trust-inc-dlr-spf-beheer-bv-has-trimmed-amphenol-aph-stake-by-4-44-million/']",0
70.0,2.8,0.0,Phillip,Frost,['http://kreviewer.com/2018/07/25/the-insider-phillip-frost-pays-for-55000-shares-of-opko-health-inc-opk-ingles-markets-imkta-has-1-15-sentiment/'],0
0.0,0.0,0.0,Susan,Boland,['https://www.mdjonline.com/news/lifestyle/sally-litchfield-summer-girl-s-night-out-thrills-glover-park/article_31e7a828-8fa1-11e8-ba6e-57eda281040d.html'],0
3.25,0.1911764705882353,0.0,Andrew,Davis,"['http://www.wtxl.com/news/madison-county-community-mourns-loss-of--year-old-child/article_d4d0904a-8f7e-11e8-a7a1-2f17b0773e46.html', 'http://www.gainesville.com/news/20180724/get-head-start-on-school-year', 'https://www.eurosport.co.uk/fencing/historic-silver-success-for-kruse-at-fencing-world-championships_sto6861019/story.shtml', 'http://www.bbc.co.uk/sport/fencing/44935278']",0
30.25,1.6805555555555558,0.0,Anne,Wolff,"['https://flecha123.com/2018/07/24/quantbot-technologies-lp-has-boosted-amphenol-aph-stake-by-595722-quaker-capital-investments-increased-holding-in-spirit-airls-save/', 'https://cardinalweekly.com/as-amphenol-new-aph-shares-declined-shareholder-richard-bernstein-advisors-has-upped-position-as-ulta-beauty-call-ulta-valuation-rose-avalon-global-asset-management-upped-stake/', 'https://flecha123.com/2018/07/23/snyder-capital-management-lp-decreased-amphenol-corp-cl-a-aph-position-as-shares-declined-ionic-capital-management-has-upped-its-stake-in-oracle-orcl-by-2-42-million-as-stock-price-declined/', 'https://flecha123.com/2018/07/23/as-crown-castle-intl-new-cci-share-price-declined-obermeyer-wood-investment-counsel-lllp-has-raised-by-302911-its-holding-neuberger-berman-group-trimmed-its-amphenol-aph-stake-as-valuation-dec/']",0
22.66666666666667,0.9066666666666668,0.0,Phillip,Frost,"['https://news.fiu.edu/2018/07/frost-art-museum-welcomes-amateurs-to-their-monthly-drawing-salons/124545', 'https://www.highbrowmagazine.com/9268-deconstructiona-reordering-life-politics-and-art-frost-art-museum', 'https://flecha123.com/2018/07/23/phillip-frost-ceo-ichor-holdings-ordinary-shares-ichr-sellers-increased-by-2-41-their-shorts/']",0
1.0,0.05,0.0,Sara,Burns,['https://www.courierpress.com/story/news/2018/07/22/vanderburgh-county-sheriffs-office-releases-new-list-warrants/815338002/'],0
0.0,0.0,0.0,John,O'Neil,['https://www.dailyrecord.co.uk/sport/football/football-news/hibs-warned-face-welcome-hell-12969504'],0
3.0,0.06666666666666668,0.0,Joe,Boulos,['http://www.northernpen.ca/living/oquinn-cars-with-history-will-be-entered-in-joe-macneil-antique-and-unique-car-show-228082/'],0
37.25,2.069444444444444,0.0,Anne,Wolff,"['https://flecha123.com/2018/07/22/amphenol-aph-shareholder-gillespie-robinson-hca-healthcare-com-hca-holding-has-raised-by-redmond-asset-management-llc/', 'https://flecha123.com/2018/07/22/clarkston-capital-partners-position-in-microsoft-msft-lowered-as-share-price-rose-morgan-dempsey-capital-management-position-in-amphenol-aph-lowered-by-7-41-million/', 'https://cardinalweekly.com/south-texas-money-management-ltd-has-cut-its-bank-of-america-bac-holding-segall-bryant-hamill-has-boosted-its-enersys-ens-stake/', 'https://flecha123.com/2018/07/22/grantham-mayo-van-otterloo-thomson-horstmann-bryant-has-trimmed-houston-wire-and-cable-hwcc-position-by-314286/']",0
3.75,0.22058823529411767,0.0,Andrew,Davis,"['https://magicvalley.com/news/local/community/wake-in-the-snake-winners/article_6e3c639e-186e-5a91-9a5d-3b532b1da91f.html', 'http://www.recordonline.com/sports/20180721/july-21-auto-racing-roundup', 'https://www.greenvilleonline.com/videos/news/2018/07/22/greenville-judge-alex-kinlaw-makes-history/808174002/', 'https://westcooknews.com/stories/511493429-forest-park-home-sales-july-8-14-2018']",0
2.0,0.06896551724137931,0.0,Steve,Cummings,"['http://www.cyclingnews.com/features/massif-central-a-chance-for-breakaways-but-no-time-off-for-the-gc-preview/', 'https://www.cyclingweekly.com/news/racing/tour-de-france/played-hard-can-went-jasper-stuyven-goes-agonisingly-close-victory-tour-stage-14-387593']",0
2.0,0.13333333333333333,0.0,Michael,Gordon,['http://leagueunlimited.com/news/32227-results-2018-national-rugby-league-round-19/'],0
6.0,0.4615384615384616,0.0,Bob,Diamond,"['http://www.atimes.com/italian-banker-dodges-queries-on-africa-deals/', 'http://infosurhoy.com/cocoon/saii/xhtml/en_GB/news-summary/italys-new-bank-to-invest-3-bln-euros-in-bad-loans/']",0
5.0,0.3333333333333333,0.0,Michael,Gordon,['https://www.foxsports.com.au/nrl/nrl-premiership/live-nrl-newcastle-knights-v-gold-coast-titans-live-score-updates-news-blog/news-story/71485e3514ce9ef05d1ca1d50503a1ee'],0
2.0,0.15384615384615385,0.0,Peter,Rouse,['https://www.harrogate-news.co.uk/2018/07/19/new-head-and-deputy-head-students-at-harrogate-grammar-school/'],0
0.0,0.0,0.0,John,O'Neil,['http://plymouth.wickedlocal.com/photogallery/WL/20180720/NEWS/720009990/PH/1'],0
0.0,0.0,0.0,Jane,Powers,['http://www.irishexaminer.com/breakingnews/lifestyle/review-incantata-a-brilliantly-unstable-experience-856684.html'],0
0.0,0.0,0.0,Bernard,Osher,"['https://www.wm.edu/news/stories/2018/christopher-wren-association-receives-national-grant.php', 'https://leisuregrouptravel.com/steve-thaxton-osher-lifelong-learning-institutes/']",0
7.0,0.4117647058823529,0.0,Andrew,Davis,['https://magicvalley.com/sports/high-school/local-roundup-cowboys-beat-storm-in-st-round-of-district/article_ecde8dd5-ce45-53fd-9447-9252160ddeed.html'],0
2.5,0.19230769230769232,0.0,Bob,Diamond,"['http://www.ifre.com/bob-diamond-i-quit-after-becoming-lightning-rod/21349065.article', 'https://www.reuters.com/article/italy-banks-spaxs-plan/italys-new-bank-to-invest-3-bln-euros-in-bad-loans-chase-high-margin-debt-idUSL8N1UG46K']",0
15.0,0.8333333333333334,0.0,Anne,Wolff,['https://cardinalweekly.com/gillespie-robinson-galapagos-nv-ordinary-shares-glpgf-shorts-increased-by-16-36/'],0
16.0,1.2307692307692308,0.0,Pete,Rouse,['https://www.whitehousedossier.com/2018/07/19/michelle-obama-joins-2018-campaign-bigly/'],0
0.0,0.0,0.0,Bob,Diamond,['http://www.thisismoney.co.uk/money/comment/article-5967643/CITY-DIARY-Lloyd-Blankfein-says-hes-looking-forward-unrestrained-tweeting-retires.html'],0
2.5,0.08620689655172414,0.0,Steve,Cummings,"['https://patch.com/california/petaluma/dont-call-police-yells-suspect-botched-petaluma-burglaries', 'http://www.guardian-series.co.uk/sport/16364438.mark-cavendishs-tour-de-france-over-after-missing-time-cut/']",0
10.0,0.4166666666666667,0.0,David,Pulver,['https://www.mareainformativa.com/2018/07/18/carters-cri-to-release-earnings-on-wednesday.html'],0
0.0,0.0,0.0,Jane,Powers,['https://www.irishexaminer.com/breakingnews/lifestyle/features/poet-paul-muldoons-intimate-work-incantata-is-being-re-imagined-for-the-theatre-at-galway-arts-festival-855901.html'],0
2.0,0.2222222222222222,0.0,John,O'Neil,"['https://thetablet.org/summer-books-iii-2018/', 'https://www.racing.com/news/2018-07-18/kheir-grows-japanese-stock']",0
11.0,0.8461538461538461,0.0,Bob,Diamond,['http://www.thetelegraphandargus.co.uk/uk_national_news/16360281.former-barclays-boss-diamond-says-it-was-not-fair-he-took-blame-for-libor/'],0
3.0,0.10344827586206896,0.0,Steve,Cummings,['http://www.altavistajournal.com/online_features/article_8a130364-8a90-11e8-a374-c7129293677f.html'],0
1.0,0.06666666666666668,0.0,Michael,Gordon,['https://www.statesman.com/news/local/district-summer-football-tour-new-coach-new-hope-for-anderson/c936sMqeD9rV0RTErem5IJ/'],0
3.0,0.16666666666666666,0.0,Rick,McVey,['https://www.marketsmedia.com/fimsac-recommends-e-trading-regulatory-reform/'],0
0.0,0.0,0.0,Jamie,Forese,['https://www.thisdaylive.com/index.php/2018/07/18/citi-wins-euromoney-awards/'],0
0.0,0.0,0.0,Karen,Cummings,['https://www.clantonadvertiser.com/2018/07/16/deeds-transferred-in-chilton-county-for-the-week-of-july-7/'],0
62.0,3.444444444444444,0.0,Anne,Wolff,"['https://hillaryhq.com/2018/07/17/as-bank-amer-bac-market-value-declined-shareholder-tiedemann-wealth-management-cut-position-by-521370-brant-point-investment-management-has-trimmed-stake-in-scotts-miracle-gro-co-smg-by-7929/', 'https://flecha123.com/2018/07/17/susquehanna-international-group-llp-cut-consumer-portfolio-svcs-cpss-stake-marvin-palmer-associates-upped-its-amphenol-aph-holding/']",0
7.5,0.44117647058823534,0.0,Andrew,Davis,"['https://www.pnj.com/story/news/2018/07/17/civiccon-andrew-davis-successful-cities-want-get-rich-target-niche/788325002/', 'https://www.pnj.com/picture-gallery/news/2018/07/16/photos-civiccon-speaker-andrew-davis-talks-about-laws-of-attraction/36922777/', 'https://www.pnj.com/story/news/2018/07/17/civiccon-podcast-where-cities-really-get-their-money/793204002/', 'https://news.uga.edu/gallery-students-tending-ugarden/']",0
9.5,0.5588235294117647,0.0,Andrew,Davis,"['https://www.knoxnews.com/story/news/politics/2018/07/16/complaint-matlock-used-tire-business-promote-campaign-congress/787355002/', 'http://www.csrwire.com/press_releases/41197-17th-Annual-Employee-Engagement-Summit-Tackles-Tough-Topics-and-Inspires-Action']",0
34.0,1.3076923076923077,0.0,Kevin,Starr,['https://www.fairfieldcurrent.com/2018/07/16/somewhat-positive-media-coverage-somewhat-unlikely-to-impact-sage-therapeutics-sage-stock-price.html'],0
1.0,0.06666666666666668,0.0,Michael,Gordon,"['https://www.nbr.co.nz/article/weaker-kiwi-dollar-rising-oil-prices-are-feeding-inflation-jr-p-216885', 'https://blogs.wsj.com/washwire/2018/07/16/capital-journal-the-u-s-russia-summit-securing-elections-new-tone-at-epa/', 'https://www.developmentfinancetoday.co.uk/article-desc-6630_Is%2520Northern%2520Ireland%2520the%2520next%2520hotspot%2520for%2520property%2520developers']",0
37.75,2.0972222222222223,0.0,Anne,Wolff,"['https://hillaryhq.com/2018/07/15/as-amphenol-new-aph-stock-price-declined-shareholder-koch-industries-lifted-its-stake-trupanion-trup-holding-lifted-by-lagoda-investment-management-lp/', 'https://hillaryhq.com/2018/07/16/as-lincoln-natl-corp-lnc-market-valuation-declined-verity-asset-management-has-lowered-its-holding-as-bank-of-america-bac-market-value-declined-linden-advisors-lp-lowered-by-5-11-million-its/', 'https://hillaryhq.com/2018/07/15/alphamark-advisors-trimmed-by-314154-its-lear-lea-position-nuveen-asset-management-has-trimmed-its-amphenol-new-aph-holding/', 'http://cardinalweekly.com/general-american-investors-company-has-raised-by-4-52-million-its-discovery-disca-stake-amphenol-aph-sellers-increased-by-9-47-their-shorts/']",0
10.5,0.6176470588235294,0.0,Andrew,Davis,"['https://www.pnj.com/story/news/2018/07/15/civiccon-andrew-davis-learn-laws-attraction-andrew-davis/776876002/', 'https://magicvalley.com/news/local/photos-wake-in-the-snake/collection_35c9d34b-04c6-5f4b-99de-efd8d4d16476.html']",0
1.0,0.06666666666666668,0.0,Michael,Gordon,"['https://www.odt.co.nz/business/inflation-tipped-be-sluggish', 'https://www.foxsports.com.au/nrl/nrl-late-mail-round-18-maloney-sent-for-scans-origin-stars-rested/news-story/008a8a515e86a9d8f31b6b9ee17909eb', 'https://www.dailytelegraph.com.au/sport/nrl/titans-v-roosters-team-lists-for-round-18-clash/news-story/1742e09ed8ded714ed7e81bc20ff8c03', 'http://leagueunlimited.com/news/32185-results-2018-national-rugby-league-round-18/']",0
32.25,1.7916666666666667,0.0,Anne,Wolff,"['http://cardinalweekly.com/rathbone-brothers-plc-has-lifted-amphenol-usd0-001-cls-a-common-stock-aph-position-as-fomento-economico-mexicano-s-fmx-share-price-declined-ashmore-group-plc-has-lowered-its-stake/', 'http://cardinalweekly.com/smithfield-trust-company-trimmed-texas-instrs-com-txn-stake-by-411073-snyder-capital-management-lp-decreased-amphenol-corp-cl-a-aph-position/', 'https://cardinalweekly.com/arete-wealth-advisors-has-lifted-holding-in-international-business-machs-ibm-by-659430-as-share-price-declined-pitcairn-company-lowered-its-amphenol-new-aph-position-by-369456-as-shares-decli/', 'http://cardinalweekly.com/oceanfirst-finl-ocfc-shareholder-endeavour-capital-advisors-has-upped-its-holding-by-22-39-million-linden-advisors-lp-has-lowered-holding-in-bank-of-america-bac-by-5-11-million-as-shares-declin/']",0
2.0,0.1,0.0,Sara,Burns,['http://www.marshallindependent.com/news/local-news/2018/07/the-wilder-pageant-in-walnut-grove-was-back-with-a-special-flood-relief-night-for-area-residents/'],0
7.0,0.4666666666666667,0.0,Michael,Gordon,['https://www.cnbc.com/2018/07/13/university-of-louisville-removes-papa-johns-name-from-stadium.html'],0
0.0,0.0,0.0,Jamie,Forese,['https://www.exchange.co.tz/citi-harvests-bountifully-at-the-euromoney-global-awards-for-excellence/'],0
2.5,0.14705882352941174,0.0,Andrew,Davis,"['https://www.bbc.co.uk/news/entertainment-arts-44805745', 'https://www.yahoo.com/entertainment/die-hard-30-10-best-action-films-followed-classic-template-130001555.html']",0
2.0,0.06896551724137931,0.0,Steve,Cummings,"['https://www.thenorthwestern.com/story/news/local/oshkosh/2018/07/13/american-legion-wisconsin-turns-100-new-cook-fuller-post-building/782519002/', 'http://www.cyclist.co.uk/news/5018/peloton-drafting-even-more-efficient-than-we-first-thought-new-study-finds']",0
7.0,0.5833333333333334,1.0,Paula,Lunder,['https://hyperallergic.com/450907/colby-college-jackson-pollock-getty-rothschild-pentateuch/'],0
3.6666666666666665,0.24444444444444444,0.0,Michael,Gordon,"['http://kpic.com/news/local/at-work-or-play-take-steps-to-stay-safe-under-the-sun', 'https://www.nrl.com/news/2018/07/13/flash-gordon-ready-to-face-former-club/', 'https://www.businessnewsaus.com.au/articles/blue-sky-bounces-back-in-june.html']",0
0.0,0.0,0.0,Michael,Sylvester,['http://www.mysuncoast.com/news/years-later-man-s-mysterious-murder-remains-unsolved/article_e0ab9940-86ab-11e8-9bf0-e39a5b52a9de.html'],0
0.0,0.0,0.0,Karen,Cummings,['https://www.adelaidenow.com.au/entertainment/arts/honours-the-kaurna-nation-music-and-dance-exceptional/news-story/a1679e4325358b881670890a493752f6'],0
4.5,0.3,0.0,Michael,Gordon,"['https://money.cnn.com/2018/07/12/technology/uber-london-europe/index.html', 'https://www.pressandjournal.co.uk/fp/news/islands/1518337/archaeologists-may-have-to-oversee-iona-shop-demolition-as-building-work-could-unearth-remains/']",0
31.5,1.26,0.0,Phillip,Frost,"['https://seekingalpha.com/article/4186745-weekly-insider-trading-july-10', 'https://www.equities.com/news/opko-health-inc-opk-moves-higher-on-volume-spike-for-july-11']",0
0.0,0.0,0.0,Jamie,Forese,['https://www.businesswire.com/news/home/20180712005041/en/Citi-Receives-Top-Honors-Euromoney-Global-Awards'],0
0.0,0.0,0.0,James,Crook,['http://ironcountytoday.com/life/wedding-aubrey-rose-bryson-kody-james-crook/'],0
2.0,0.2222222222222222,0.0,John,O'Neil,"['https://www.mycitizensnews.com/police-2/2018/07/naugatuck-police-blotter-233/', 'https://www.centralmaine.com/2018/07/11/maine-man-who-killed-grandmother-with-golf-club-wrench-and-knife-seeks-to-have-sentence-reduced/']",0
25.0,1.3888888888888888,0.0,Anne,Wolff,['https://hillaryhq.com/2018/07/12/analysts-see-0-85-eps-for-amphenol-aph-2-analysts-are-bullish-enlink-midstream-enlc-last-week/'],0
4.75,0.2794117647058824,0.0,Andrew,Davis,"['https://www.thesun.co.uk/uncategorized/6750422/sandition-itv-whos-in-the-cast-jane-austen-adaptation/', 'http://www.altoonamirror.com/life/school-notes/2018/07/honor-roll-88/', 'http://goodmenproject.com/featured-content/balancing-wants-needs-and-dreams-ndgt/', 'http://www.windycitymediagroup.com/lgbt/NATIONAL-Historic-town-hall-Trump-and-the-military/63455.html']",0
5.0,0.2,0.0,Phillip,Frost,['https://news.artnet.com/art-world/29-museum-exhibitions-summer-2018-1194011'],0
2.0,0.1176470588235294,0.0,Andrew,Davis,"['http://www.seacoastonline.com/news/20180710/montana-state-graduate', 'http://www.classical-music.com/article/six-best-first-nights-proms', 'http://www.windycitymediagroup.com/lgbt/SAVOR-Mott-St-Silver-Fork-program/63441.html']",0
3.0,0.17647058823529413,0.0,Andrew,Davis,"['https://www.pnj.com/story/news/2018/07/09/civiccon-speaker-calendar-whos-coming-and-when/769600002/', 'http://www.the-leader.com/news/20180709/campbell-savona-junior-senior-high-school-announces-honor-roll', 'https://www.pressconnects.com/story/money/2018/07/09/broome-county-real-estate-transactions/758307002/']",0
2.0,0.1,0.0,Sara,Burns,['http://www.wwnytv.com/story/38601532/reta-a-sanford-burns-73-of-star-lake'],0
4.0,0.26666666666666666,0.0,Michael,Gordon,['https://www.splicetoday.com/music/music-for-right-now'],0
4.0,0.2352941176470588,0.0,Andrew,Davis,"['https://wreg.com/2018/07/08/fireworks-prank-sends-people-into-panic-forces-lockdown-at-wolfchase-galleria/', 'https://www.palmbeachdailynews.com/news/opinion/editorial-zero-tolerance-policy-hits-close-home/6eJpLPtUQMqPWJPIvr3XOP/']",0
28.0,2.1538461538461537,0.0,Bob,Diamond,['https://m.khaleejtimes.com/business/markets/a-little-throwback-to-barclays-big-bang-and-the-city-of-london'],0
1.0,0.06666666666666668,0.0,Michael,Gordon,"['http://www.dailytelegraph.com.au/sport/nrl/jonus-pearson-poleaxes-michael-gordon/video/423da53a4d54bfdbbe1bfae759a59628', 'https://www.smh.com.au/sport/nrl/broncos-boost-points-differential-in-thrashing-of-titans-20180708-p4zq9z.html', 'https://www.foxsports.com.au/nrl/nrl-premiership/teams/nrl-round-17-late-mail-news-team-changes-squad-updates/news-story/262fc550b68ce332d597347006973a88', 'https://www.nrl.com/news/2018/07/08/gold-coast-titans-forward-kevin-proctor-battled-illness-during-heavy-loss-to-brisbane-broncos/']",0
5.0,0.29411764705882354,0.0,Andrew,Davis,"['http://www.vindy.com/news/2018/jul/07/jenna-donofrio-v-ryan-buck/', 'https://www.mcdowellnews.com/news/mcdowell-s-workforce-wellness-gets-statewide-attention/article_c0765ca4-815c-11e8-bf25-938e7d882316.html']",0
1.6666666666666667,0.1111111111111111,0.0,Michael,Gordon,"['http://northofboston.wickedlocal.com/sports/20180706/annual-michael-gordon-fishing-derby-enjoys-another-great-day-in-danvers-on-mill-pond-', 'https://qconline.com/news/today-in-history/today-in-history/article_28e51132-c08a-5d3a-8704-69def2149b9e.html', 'https://www.correctionsone.com/treatment/articles/477321187-An-inmate-signed-up-for-Ramadan-fast-Now-hes-suing-because-he-got-hungry/']",0
4.0,0.16,0.0,Phillip,Frost,"['https://hyperallergic.com/448274/mining-the-myths-and-mysteries-of-poison-over-the-centuries/', 'https://www.constructionspecifier.com/u-s-projects-make-world-architecture-festival-awards-shortlist/']",0
1.0,0.05555555555555555,0.0,Anne,Wolff,['http://www.mankatofreepress.com/news/local_news/highway-sinkhole-situation-is-stable/article_47b964c0-8155-11e8-b0a5-83839db2f595.html'],0
0.0,0.0,0.0,Steve,Cummings,"['http://www.adventuresinpoortaste.com/2018/07/05/dungeons-dragons-evil-at-baldurs-gate-2-the-thieves-get-their-day/', 'https://www.intocycling.co.za/team-dimension-data-line-includes-climber-focused-team-tour-austria/']",0
0.5,0.03333333333333333,0.0,Michael,Gordon,"['https://urbanmatter.com/chicago/5-things-to-do-in-chicago-this-weekend/', 'https://www.leeds-live.co.uk/news/leeds-news/charles-bronson-trial-assault-leeds-14873551']",0
0.0,0.0,0.0,Michael,Sylvester,['https://www.telegraphindia.com/entertainment/people-s-champa-packs-a-punch-dgtl-242691'],0
4.0,0.2352941176470588,0.0,Andrew,Davis,"['https://www.wsav.com/news/local-news/american-airlines-becomes-first-commercial-jet-service-at-hilton-head-airport/1284806470', 'https://www.ourdavie.com/2018/07/05/davie-elementary-academic-honor-students/']",0
1.0,0.07692307692307693,0.0,Bob,Diamond,['http://www.thisismoney.co.uk/money/comment/article-5922411/CITY-DIARY-German-born-bosses-Jaguar-Airbus-BMW-orchestrating-Project-Fear.html'],0
0.0,0.0,0.0,Sunil,Thakor,['https://timesofindia.indiatimes.com/city/vadodara/after-three-months-12-ganpatpura-residents-held-for-attacking-cops/articleshow/64847614.cms'],0
1.0,0.06666666666666668,0.0,Michael,Gordon,['https://wnep.com/2018/07/04/hot-weather-for-pineknotter-days/'],0
0.0,0.0,0.0,John,O'Neil,['https://www.journaltribune.com/articles/front-page/family-member-speaks-out-about-sentencing-of-oob-man/'],0
0.5,0.03333333333333333,0.0,Michael,Gordon,"['http://www.musicweek.com/waves/read/making-waves-amun/073055', 'https://www.goldcoastbulletin.com.au/sport/gold-coast-titans-suns-bosses-hail-hoped-for-new-era-at-venues/news-story/4b3c4295dedbd5e22ba311de8b74134c']",0
3.75,0.22058823529411764,0.0,Andrew,Davis,"['http://jonesbahamas.com/privy-council-allows-appeal-of-die-stubbs/', 'http://www.tribune242.com/news/2018/jul/03/privy-council-orders-new-appeal-policemans-killers/%3Fnews', 'http://www.windycitymediagroup.com/lgbt/DINING-Noyanes-snowball-Wieners-Circle-West-Lake-Market/63392.html', 'http://www.windycitymediagroup.com/lgbt/NATIONAL-Abused-child-bisexual-health-electoral-news/63393.html']",0
