Occupation score,Occupation score adjusted,Colby score,first_name,last_name,urls,args
1.3333333333333333,0.08888888888888889,0.0,Michael,Gordon,"['http://www.fox35orlando.com/news/local-news/methamphetamine-dealer-sentenced-to-25-years-in-prison', 'https://www.azcentral.com/story/news/local/arizona/2018/07/02/serial-rapist-sentenced-years-afterward/752951002/', 'https://www.foxsports.com.au/nrl/nrl-premiership/nrl-team-tips-round-17-early-mail-injuries-predicted-teams-for-every-game/news-story/181994a5f9c98e043088adf039720d7c']",0
1.0,0.1111111111111111,0.0,John,O'Neil,['https://www.journaltribune.com/articles/front-page/oob-man-asking-for-reconsideration-of-life-sentence/'],0
1.0,0.05555555555555555,0.0,Anne,Wolff,['http://www.mankatofreepress.com/news/local_news/update-mudslide-closes-section-of-highway/article_30d9ec7c-7d7a-11e8-83ca-eb0527a9f350.html'],0
1.5,0.08823529411764706,0.0,Andrew,Davis,"['https://ewnews.com/breaking-stephen-die-stubbs-granted-appeal', 'https://www.theaustralian.com.au/arts/stage/high-drama-on-the-australian-stage/news-story/b68dfa7c04f182a58380616d367ab0a0']",0
3.5,0.1206896551724138,0.0,Steve,Cummings,"['http://www.wirralglobe.co.uk/news/16327234.cycling-champion-steve-cummings-welcomes-return-of-leverhulme-grand-prix/', 'https://roadcyclinguk.com/racing/previews/dimension-data-2018-tour-de-france-team-cavendish/']",0
5.0,0.29411764705882354,0.0,Andrew,Davis,"['https://www.pnj.com/story/news/2018/07/01/civiccon-speaker-andrew-davis-discusses-marketing-cities/738101002/', 'http://www.recordonline.com/sports/20180630/june-30-auto-racing-roundup', 'http://www.eveningtribune.com/sports/20180702/stronghornell-handles-heatstrong', 'http://www.windycitymediagroup.com/lgbt/SAVOR-Optima-Booth-One-brunch/63381.html']",0
1.5,0.1,0.0,Michael,Gordon,"['http://www.stuff.co.nz/nz-newspapers/central-north-island/sport/sport-region-6459/105153298/Titans-ruin-Robbie-Farahs-Leichhardt-comeback-for-Tigers', 'http://leagueunlimited.com/news/32103-results-2018-national-rugby-league-round-16/']",0
2.0,0.08,0.0,Phillip,Frost,['https://www.enca.com/south-africa/csir-pinpoints-cause-of-devastating-knysna-fires'],0
3.0,0.10344827586206896,0.0,Steve,Cummings,['http://www.dailymail.co.uk/wires/pa/article-5905947/Cavendish-massively-motivated-maintain-Tour-love-affair.html'],0
3.0,0.17647058823529413,0.0,Andrew,Davis,['https://www.sunlive.co.nz/news/183171-burlings-americas-cup-efforts-backed-toyota.html'],0
1.3333333333333333,0.08888888888888889,0.0,Michael,Gordon,"['https://www.theaustralian.com.au/news/latest-news/engineers-reset-dreamworld-rides-fault/news-story/93284d0bd20d17629924121fbbd26e82', 'https://westfaironline.com/104313/westports-gorham-island-office-property-sells-for-22m/', 'http://leagueunlimited.com/news/32083-wests-tigers-v-titans-preview/']",0
1.0,0.03448275862068965,0.0,Steve,Cummings,['https://www.yorkshirepost.co.uk/sport/cycling/clancy-faces-fierce-competition-for-national-title-1-9229072'],0
1.0,0.04,0.0,Phillip,Frost,['http://www.miamitodaynews.com/event/bollywood-zumba/'],0
0.0,0.0,0.0,John,O'Neil,['http://ideastations.org/radio/news/virginia-teachers-union-not-affected-supreme-court-decision'],0
0.0,0.0,0.0,Anne,Wolff,['http://www.mankatofreepress.com/news/local_news/sinkhole-closes-one-lane-of-hwy/article_742c73aa-7b13-11e8-af79-db3e67b42f6a.html'],0
0.0,0.0,0.0,Bob,Diamond,['https://www.bloomberg.com/news/articles/2018-06-29/guggenheim-is-said-to-be-in-talks-to-spin-off-its-repo-business'],0
25.0,1.4705882352941175,0.0,Andrew,Davis,"['http://www.courier-tribune.com/news/20180629/new-judicial-filers-beat-friday8217s-deadline', 'https://www.hometownsource.com/sun_current/for-th-year-in-a-row-mountain-climber-from-edina/article_6cee2928-7a1c-11e8-bb79-9b5334a2b7e5.html']",0
1.0,0.03448275862068965,0.0,Steve,Cummings,['https://www.bbc.co.uk/sport/cycling/44657423'],0
0.0,0.0,0.0,Karen,Cummings,['https://www.stabroeknews.com/2018/news/guyana/06/28/guyana-joins-caribbean-battle-against-obesity-non-communicable-diseases/'],0
2.0,0.1176470588235294,0.0,Andrew,Davis,['https://www.palmbeachdailynews.com/lifestyles/home--garden/photos-the-market-1221-north-lake-way/no5G28SQbbO7coiESMvxIJ/'],0
6.0,0.4615384615384616,0.0,Bob,Diamond,"['https://news.efinancialcareers.com/au-en/318535/bob-diamond-panmure-gordon-kepler-cheuvreux', 'https://www.verdict.co.uk/private-banker-international/news/bob-diamonds-atlas-rothschild-buy-stakes-kepler-cheuvreux/', 'https://www.theguardian.com/news/2018/jun/28/how-to-get-away-with-financial-fraud', 'http://citywire.co.uk/new-model-adviser/news/thursday-papers-walt-disney-wins-us-antitrust-approval-for-fox-deal/a1133223%3Fref%3Dnew_model_adviser_latest_news_list']",0
12.333333333333336,0.8222222222222223,0.0,Michael,Gordon,"['http://www.wsav.com/news/local-news/news-3-investigates-local-pastor-admits-to-abusing-his-authority/1269238538', 'https://www.broadwayworld.com/article/Christian-Reif-to-Make-NY-Conducting-Debut-At-Lincoln-Centers-Mostly-Mozart-Festival-20180628', 'https://science.ubc.ca/news/zoology-welcomes-new-head']",0
41.0,1.5769230769230769,0.0,Kevin,Starr,['https://baseballnewssource.com/2018/06/28/sage-therapeutics-sage-stock-rating-lowered-by-bidaskclub/2228529.html'],0
2.5,0.08620689655172414,0.0,Steve,Cummings,"['http://www.cyclingweekly.com/cycling-weekly/geraint-thomas-wins-british-national-time-trial-384503', 'https://www.eurosport.com/cycling/deignan-praises-strength-in-depth-of-women-s-road-racing_sto6824079/story.shtml']",0
4.333333333333333,0.3333333333333333,0.0,Bob,Diamond,"['https://www.ft.com/content/9661e69a-7964-11e8-bc55-50daf11b720d', 'https://www.fnlondon.com/articles/bob-diamonds-atlas-takes-big-stake-in-french-broker-kepler-20180627', 'https://www.reuters.com/article/kepler-investors/bob-diamonds-atlas-edmond-de-rothschild-to-buy-stakes-in-kepler-idUSP6N1T100N']",0
3.6666666666666665,0.215686274509804,0.0,Andrew,Davis,"['https://elpais.com/elpais/2018/06/27/inenglish/1530095986_934611.html', 'http://www.sailingscuttlebutt.com/2018/06/26/one-year-anniversary-kiwi-glory/', 'http://www.sloughobserver.co.uk/sport/16318132.simon-myles-leads-the-way-as-berkshire-seniors-impress/']",0
5.666666666666668,0.37777777777777777,0.0,Michael,Gordon,"['https://globenewswire.com/news-release/2018/06/27/1530552/0/en/Group-Gordon-Adds-Four-Leading-Organizations-to-Public-Affairs-Practice.html', 'https://www.tweeddailynews.com.au/news/inspired-tweed-juniors-meet-super-boot-gordon/3452704/', 'https://www.news.com.au/sport/nrl/wests-tigers-v-titans-team-lists-for-round-16-clash/news-story/0d37ba2bfffd6b9c0754b86880e1878a']",0
1.0,0.1111111111111111,0.0,John,O'Neil,['http://www.seacoastonline.com/news/20180626/gammons-neighbors-not-going-away'],0
4.5,0.2647058823529412,0.0,Andrew,Davis,"['https://www.pressconnects.com/story/news/public-safety/2018/06/26/binghamton-drug-ecstasy-police/735873002/', 'http://www.wbng.com/story/38514360/police-binghamton-man-arrested-after-ecstasy-package-delivered-to-his-home', 'http://www.voxy.co.nz/sport/5/314529', 'https://www.inquisitr.com/4958805/tommy-lee-goes-on-a-twitter-tirade-after-howard-stern-blames-him-for-heather-locklears-issues/']",0
31.0,1.7222222222222223,0.0,Anne,Wolff,['https://utahherald.com/0-01-eps-expected-for-aphria-inc-aph-gogo-gogo-has-1-sentiment/'],0
7.0,0.5384615384615384,0.0,Bob,Diamond,['https://www.businessamlive.com/bob-diamond-controlled-atlas-mara-raises-stake-in-nigerias-union-bank-to-49-heading-for-majority-holding/'],0
2.5,0.08620689655172414,0.0,Steve,Cummings,"['https://www.britishcycling.org.uk/search/article/20180625-roadchamps-Race-Guide--Time-Trials---2018-HSBC-UK---National-Road-Championships-0', 'https://www.britishcycling.org.uk/road/article/20180626-road-Race-Guide--Road-Race---2018-HSBC-UK---National-Road-Championships-0']",0
68.0,2.72,0.0,Phillip,Frost,['https://www.technologynewsroom.com/2018/06/25/phillip-frost-ceo-regency-centers-reg-has-1-05-sentiment/'],0
46.0,3.8333333333333335,1.0,Paula,Lunder,['http://www.colby.edu/news/2018/06/26/lunder-institute-receives-mellon-foundation-grant-to-support-inaugural-programming/'],0
0.0,0.0,0.0,Karen,Cummings,['https://www.smh.com.au/entertainment/dance/platform-2018-review-ideas-flow-from-unusual-space-20180626-h11v1f.html'],0
1.0,0.05555555555555555,0.0,Anne,Wolff,['http://www.southernminn.com/le_sueur_news_herald/news/article_8d108d49-a325-5811-aed1-5a8f8fdbdd47.html'],0
2.25,0.1323529411764706,0.0,Andrew,Davis,"['http://www.jwire.com.au/an-evening-with-sir-andrew-davis-anne-sophie-mutter-and-the-mso/', 'https://www.montgomeryadvertiser.com/story/news/crime/2018/06/25/andrew-mclean-charged-vaughn-road-robbery/730427002/', 'https://www.ourmidland.com/news/article/Davis-graduates-from-Harding-nbsp-13025905.php', 'http://www.loopjamaica.com/content/three-men-shot-dead-police-annotto-bay-st-mary']",0
0.5,0.03333333333333333,0.0,Michael,Gordon,"['https://www.goldcoastbulletin.com.au/sport/nrl/gold-coast-titans-captain-ryan-james-backed-to-rebound-from-state-of-origin-disappointment/news-story/ca7a39dbc6685eb5be6a6cf5fdb494af', 'https://www.nrl.com/news/2018/06/25/gold-coast-titans-wary-of-what-lift-robbie-farahs-return-to-leichhardt-oval-will-give-wests-tigers/']",0
2.0,0.1176470588235294,0.0,Andrew,Davis,['https://www.chillicothegazette.com/story/news/2018/06/24/public-records-marriages-divorces-and-dissolutions-june-24/725307002/'],0
22.0,1.2222222222222223,0.0,Anne,Wolff,['https://utahherald.com/bernzott-capital-advisors-decreased-by-348725-its-cinemark-cnk-position-shorts-at-amphenol-aph-raised-by-9-47/'],0
11.0,0.3793103448275862,0.0,Steve,Cummings,['https://www.yukon-news.com/news/yukon-liquor-corporation-delays-plans-to-hike-booze-prices/'],0
1.0,0.05882352941176471,0.0,Andrew,Davis,['https://www.stltoday.com/news/local/iparty-brandi-carlile-at-peabody-opera-house/collection_1455ab44-5355-5fe2-ae98-eba3485433c0.html'],0
0.0,0.0,0.0,Kathleen,Reed,['http://windsorstar.com/news/local-news/highway-401-closed-after-tractor-trailers-collide'],0
5.5,0.3235294117647059,0.0,Andrew,Davis,"['https://minnesota.cbslocal.com/2018/06/21/alzheimers-climb/', 'http://www.cecildaily.com/community_news/have_you_heard/rising-sun-high-school-third-marking-period-honor-roll/article_dc510757-3261-547a-8062-cb0d586c0e09.html', 'https://news.uga.edu/residency-program-graduates/', 'https://www.troymessenger.com/2018/06/21/troy-and-enterprise-renew-rivalry-at-sportsplex/']",0
2.333333333333333,0.15555555555555556,0.0,Michael,Gordon,"['https://www.charlotteobserver.com/news/local/article213582519.html', 'http://www.charlotteobserver.com/opinion/letters-to-the-editor/article213606014.html', 'http://www.classical-music.com/blog/trip-oranjewoud-festival']",0
0.0,0.0,0.0,John,O'Neil,['http://www.mcall.com/news/local/mc-nws-forks-township-zoning-hearing-20180621-story.html'],0
0.0,0.0,0.0,Jessica,Stanton,['http://www.shawneedispatch.com/news/2018/jun/20/shawnee-students-receive-k-state-honors/'],0
7.5,0.2586206896551724,0.0,Steve,Cummings,"['http://www.cyclingnews.com/news/grivko-becomes-new-ukrainian-time-trial-champion-news-shorts/', 'http://whitehorsestar.com/News/as-summer-dawns-ylc-boosts-its-prices']",0
0.0,0.0,0.0,Bernard,Osher,['https://www.broadwayworld.com/san-francisco/article/Aurora-Theatre-Company-Presents-Bay-Area-Premiere-Of-DETROIT-67-20180619'],0
6.333333333333332,0.3725490196078432,0.0,Andrew,Davis,"['https://www.troymessenger.com/2018/06/19/troy-aa-sports-strong-defense/', 'https://www.timesgazette.com/news/28453/tickets-remain-for-hall-of-fame-scholar-athletes', 'http://www.windycitymediagroup.com/lgbt/MUSIC-Out-musician-Dave-Koz-releases-his-own-Summer-sequel/63240.html']",0
2.5,0.16666666666666666,0.0,Michael,Gordon,"['https://www.cnbc.com/video/2018/06/20/mongodb-amazon-google-and-microsoft-are-investing-in-the-success-of-the-cloud-business.html', 'https://www.odt.co.nz/business/consumer-confidence-fall-put-down-slowing-economy', 'https://www.fxstreet.com/news/nz-consumer-confidence-down-26-points-to-1086-in-june-westpac-201806200641', 'http://www.tahlequahdailypress.com/sports/learning-the-ropes/article_a481e72d-8604-56e4-88f4-01413e404860.html']",0
4.0,0.13793103448275862,0.0,Steve,Cummings,"['https://www.britishcycling.org.uk/nationalroadchampionships/article/20180620-British-Cycling-confirms-star-studded-field-for-HSBC-UK---National-Road-Championships-0', 'https://www.cbc.ca/news/canada/north/yukon-liquor-prices-restaurants-bars-1.4711771', 'http://www.cyclist.co.uk/news/4927/team-sky-and-cavendish-descend-onto-national-championships', 'https://www.cgmagonline.com/2018/06/20/best-comics-to-buy-this-week-tony-stark-returns-in-iron-man-1/']",0
0.0,0.0,0.0,Michael,Sylvester,['https://www.tcpalm.com/story/news/crime/indian-river-county/2018/06/19/indian-river-county-felony-arrests-june-19-2018/714523002/'],0
1.0,0.05882352941176471,0.0,Andrew,Davis,['http://www.wishtv.com/news/local-news/zionsville-to-add-resource-officers-to-all-schools/1247366475'],0
1.0,0.06666666666666668,0.0,Michael,Gordon,"['http://www.charlotteobserver.com/news/local/crime/article213198029.html', 'https://communityimpact.com/guides/houston/cy-fair/features/community-events/monthly-to-do-list/2018/06/19/to-do-list-june-2018-cyf/']",0
61.0,2.44,0.0,Phillip,Frost,['https://prommanews.com/2018/06/18/opko-health-inc-opks-ceo-ardsley-advisory-partners-upped-its-therapeuticsmd-txmd-holding/'],0
2.5,0.16666666666666669,0.0,Michael,Gordon,"['https://www.nrl.com/news/2018/06/18/nrl-fantasy-winners--losers-round-15/', 'https://www.broadwayworld.com/article/Grammy-Winning-Choir-The-Crossing-Announces-2018-2019-Season-Aniara-20180618', 'https://realsport101.com/news/sports/rugby/rugby-league/canterbury-bankstown-bulldogs-vs-gold-coast-titans-five-things-we-learned/', 'https://www.zerotackle.com/nrl-power-rankings-round-15-33952/']",0
5.0,0.625,0.0,Simon,Stertzer,['https://www.laboratoryequipment.com/news/2018/06/gene-editing-technology-may-improve-accuracy-predicting-heart-disease-risk'],0
2.0,0.1176470588235294,0.0,Andrew,Davis,['https://www.aspistrategist.org.au/missile-deployments-only-the-tip-of-the-iceberg/'],0
7.0,0.2413793103448276,0.0,Steve,Cummings,['http://www.eagletribune.com/sports/local_sports/under-the-lights-pinkerton-s-ruimwijk-to-merrimack/article_ce1de8cf-879b-506f-b836-bb63adffde12.html'],0
0.0,0.0,0.0,James,Forese,['https://www.ft.com/content/4716dc4e-6e4c-11e8-852d-d8b934ff5ffa'],0
1.0,0.06666666666666668,0.0,Michael,Gordon,"['https://www.goldcoastbulletin.com.au/sport/live-nrl-canterbury-bulldogs-v-gold-coast-titans-live-score-updates-news-blog/news-story/bb3a9e1423f713a579be5af1c61328fe', 'https://www.dailytelegraph.com.au/sport/nrl/teams/bulldogs/moses-mbyes-farewell-party-soured-as-titans-belt-battling-dogs-3210-at-belmore-oval/news-story/8ce0f5ae26fe77c05246b6cbee9ab7f7', 'https://www.nrl.com/news/2018/06/16/gordon-almost-blows-try/', 'https://www.kitsapdailynews.com/news/kitsap-bank-awards-12-scholarships-to-employee-children/']",0
0.0,0.0,0.0,Kevin,Starr,['https://www.thelincolnianonline.com/2018/06/16/sage-therapeutics-sage-earns-daily-media-impact-rating-of-0-20.html'],0
0.0,0.0,0.0,Steve,Cummings,['http://www.cyclist.co.uk/news/4900/mark-cavendish-to-race-nationals-before-tour-de-france'],0
31.0,1.24,0.0,Phillip,Frost,['https://www.equities.com/news/opko-health-inc-opk-moves-lower-on-volume-spike-for-june-15'],0
3.0,0.17647058823529413,0.0,Andrew,Davis,"['https://rollingout.com/2018/06/15/andrew-davis-shares-how-he-became-the-global-diversity-leader-for-coca-cola/', 'http://www.omaha.com/sports/the-moment/cws-catching-some-sun-having-fun/image_0f3db25c-74f5-5769-9e2b-65cd76653a5d.html', 'https://journalstar.com/sports/high-school/basketball/southeast-nebraska-all-star-hoops-games-set-for-saturday/article_1dfc0205-8e0b-5179-b700-8aee9c3edbd4.html']",0
1.5,0.1,0.0,Michael,Gordon,"['http://www.therogersvillereview.com/rogersville/article_78f642fe-0027-5230-9867-c885e353e1c3.html', 'http://www.dailymail.co.uk/wires/aap/article-5847039/Titans-coach-open-signing-Eels-Norman.html']",0
39.0,1.8571428571428568,1.0,Peter,Lunder,['http://www.colby.edu/magazine/a-bold-move-with-big-possibilities/'],0
1.0,0.1111111111111111,0.0,John,O'Neil,['https://rilawyersweekly.com/blog/2018/06/14/suit-uri-liable-for-employees-attack/'],0
7.0,0.4117647058823529,0.0,Andrew,Davis,['https://www.athensmessenger.com/connect/athens-high-students-named-to-honor-for-school-year-s/article_8c518cdb-0863-5666-b156-23bed258416b.html'],0
3.0,0.2,0.0,Michael,Gordon,"['https://www.charlotteobserver.com/news/local/crime/article213184854.html', 'http://www.kesq.com/news/cathedral-city-man-to-stand-trial-for-banning-murder/753167156', 'http://dailytidings.com/revels/osf-opens-nightly-green-show', 'https://www.fxstreet.com/news/nz-expect-a-04-rise-in-q1-gdp-westpac-201806140445']",0
8.0,0.3076923076923077,0.0,Kevin,Starr,['https://marketexclusive.com/analyst-activity-cowen-reiterates-buy-on-nasdaqsage-sage-therapeutics-nasdaqsage/2018/06/'],0
7.0,0.2413793103448276,0.0,Steve,Cummings,['http://www.chathamstartribune.com/sports/article_95f5bfb0-6f05-11e8-889f-5744fc53d562.html'],0
0.0,0.0,0.0,Karen,Cummings,"['https://health.economictimes.indiatimes.com/news/diagnostics/india-adopts-new-strategy-to-accelerate-lymphatic-filariasis-elimination/64574044', 'https://www.news18.com/photogallery/india/day-in-photos-june-13-pakistan-ceasefire-violation-fifa-world-cup-india-vs-afganisthan-cricket-1777451.html', 'http://www.5dariyanews.com/news/232798-J-P-Nadda-inaugurates-10th-Meeting-of-Global-Alliance-to-Eliminate-Lymphatic-Filariasis', 'https://tecake.in/indias-strategy-for-elimination-of-lymphatic-filariasis-gets-an-upgrade']",0
4.0,0.2352941176470588,0.0,Andrew,Davis,['http://www.windycitymediagroup.com/lgbt/DINING-Trans-social-Respect-Wine-Fathers-Day-offers/63207.html'],0
5.5,0.3666666666666665,0.0,Michael,Gordon,"['https://www.charlotteobserver.com/news/local/crime/article213038869.html', 'https://www.npr.org/2018/06/13/619672855/confusion-remains-after-summit-on-whether-north-korea-will-fully-denuclearize']",0
0.25,0.25,0.0,Jamie,Forese,"['https://www.marketwatch.com/story/big-banks-have-dire-predictions-for-workers-who-spend-all-day-keyboard-hitting-2018-06-12', 'https://www.finews.asia/finance/27054-robots-to-march-on-citi', 'http://sbj.net/stories/citi-10k-jobs-could-be-lost-to-robots,59185', 'http://www.themarketdigest.org/key-words-big-banks-have-dire-predictions-for-workers-who-spend-all-day-keyboard-hitting-98051/']",0
3.75,0.22058823529411767,0.0,Andrew,Davis,"['http://www.buckscountycouriertimes.com/obituaries/20180613/donald-l-davis', 'http://www.augustachronicle.com/news/20180612/stallings-island-middle-school-honor-roll', 'http://www.hickoryrecord.com/sports/high_school/prep-sports-area-conferences-announce-spring-end-of-season-awards/article_96b66e87-d027-5ec8-8088-7ae7d112c99f.html', 'http://www.windycitymediagroup.com/lgbt/-WORLD-Romanian-ruling-conversion-therapy-first-Elton-John/63165.html']",0
0.0,0.0,0.0,Michael,Sylvester,['https://www.thestar.co.uk/our-towns-and-cities/rotherham/major-housing-development-scheme-has-stalled-rotherham-council-leader-admits-1-9204005'],0
1.0,0.03448275862068965,0.0,Steve,Cummings,"['https://www.gazettelive.co.uk/business/22m-teesside-university-centre-change-14773569', 'https://www.eurosport.com/cycling/dowsett-out-to-win-back-time-trial-crown-at-british-national-road-championships_sto6803558/story.shtml']",0
51.5,2.06,0.0,Phillip,Frost,"['https://globenewswire.com/news-release/2018/06/11/1519534/0/en/OPKO-Health-Completes-Enrollment-in-Phase-2b-Study-of-OPK88003-to-Treat-Type-2-Diabetes-and-Obesity.html', 'https://www.technologynewsroom.com/2018/06/12/phillip-frost-pays-for-42200-worth-of-opko-health-inc-opk-shares-verastem-vstm-sellers-decreased-by-7-78-their-shorts/']",0
0.75,0.75,0.0,Jamie,Forese,"['http://www.businessinsider.com/citi-executive-warns-banking-jobs-automation-2018-6', 'http://uk.businessinsider.com/stock-market-news-opening-bell-june-12-2018-2018-6', 'https://news.efinancialcareers.com/uk-en/317325/bankers-jailed-financial-crisis', 'https://www.independentrecorder.com/citigroups-investment-banking-system-to-cut-occupations-in-succeeding-5-years-ft-116337.html']",0
0.5,0.5,0.0,James,Forese,"['http://rivieraradio.mc/news/evening-news-update-tuesday-12-june', 'https://luxtimes.lu/economics/34082-investment-banking-stronger-franchises-emerge-ten-years-after-crisis']",0
3.0,0.17647058823529413,0.0,Andrew,Davis,"['http://slippedisc.com/2018/06/britains-next-rising-baton-is-a-spaniard/', 'https://www.nuvo.net/food_and_drink/beer_buzz/new-craft-breweries-all-over-indiana/article_eb980e30-6d8b-11e8-86f0-1b1d5ddb9a05.html', 'https://www.timesgazette.com/news/28166/times-gazette-highland-county-scholar-athlete-award-nominees', 'http://www.windycitymediagroup.com/lgbt/DISH-SAVOR-Mercat-a-la-Planxa-Furious-Spoon-and-HBH/63155.html']",0
1.5,0.1,0.0,Michael,Gordon,"['http://leagueunlimited.com/news/31993-results-2018-national-rugby-league-round-14/', 'http://www.chesterstandard.co.uk/news/16282307.Take_a_look_inside_the_cafe_dedicated_to_Ellesmere_Port_life_prisoner_Charles_Bronson/']",0
1.0,0.1111111111111111,0.0,John,O'Neil,['https://www.thestar.com/vancouver/2018/06/10/researchers-explore-healing-power-of-yoga-at-canada-india-health-conference.html'],0
2.0,0.1176470588235294,0.0,Andrew,Davis,['https://www.smh.com.au/entertainment/music/annesophie-mutter-how-the-violin-great-keeps-each-performance-fresh-20180611-h117wu.html'],0
0.0,0.0,0.0,Steve,Cummings,['https://www.theinertia.com/surf/just-13-minutes-of-pure-raw-footage-of-massive-wedge/'],0
0.0,0.0,0.0,Rick,McVey,['http://www.heraldcourier.com/community/any-way-you-habit-sister-act-is-nun-fun/article_a514e7e8-6b70-11e8-912a-c3724eaf42b5.html'],0
7.5,0.4411764705882353,0.0,Andrew,Davis,"['http://www.dailystarjournal.com/education/k-12/warrensburg-high-school-announces-honor-roll/article_90aea9c5-92d7-5ee0-bad8-90779d3e5abe.html', 'https://www.indianagazette.com/news/area-group-to-lead-faith-program/article_089d6d08-6bf3-11e8-9eba-ab2516866935.html']",0
2.0,0.13333333333333333,0.0,Michael,Gordon,"['http://www.wbtv.com/story/38383294/members-of-nc-church-known-for-blasting-out-demons-accused-of-bilking-taxpayers', 'http://www.sportingnews.com/au/league/news/referees-controversy-penalties-gold-coast-titans-south-sydney-rabbitohs-fans/1dcupflu6f0h31v2r0djhysr1t', 'https://www.eagleradio.co.uk/news/local-news/2602282/queens-birthday-honours-2018-surrey--hampshires-heroes/']",0
1.0,0.04,0.0,Phillip,Frost,['http://www.miamitodaynews.com/event/many-visions-many-versions/'],0
4.0,0.2222222222222222,0.0,Rick,McVey,['https://www.marketsmedia.com/trader-job-requirement-agility/'],0
5.0,0.29411764705882354,0.0,Andrew,Davis,['https://www.washingtontimes.com/news/2018/jun/8/caps-fans-celebrate-deep-night/'],0
23.25,1.5499999999999998,0.0,Michael,Gordon,"['http://www.charlotteobserver.com/latest-news/article212756729.html', 'https://www.prnewswire.com/news-releases/damon-runyon-cancer-research-foundation-raises-record-2-6-million-at-annual-breakfast-300662363.html', 'https://www.fool.com/earnings/call-transcripts/2018/06/07/mongodb-inc-mdb-q1-2019-earnings-conference-call-t.aspx', 'https://www.news.com.au/sport/nrl/titans-v-rabbitohs-team-lists-for-round-14-clash/news-story/c0bdab3d7fa989086bf9d5fce9924d39']",0
0.0,0.0,0.0,Kevin,Starr,['https://www.mareainformativa.com/2018/06/08/sage-therapeutics-sage-receives-daily-news-sentiment-score-of-0-08-updated.html'],0
0.5,0.05555555555555555,0.0,John,O'Neil,"['https://whdh.com/news/widow-sues-university-over-husbands-beating-death/', 'http://www.mcall.com/news/local/mc-nws-forks-township-renters-register-20180607-story.html']",0
0.0,0.0,0.0,Bernard,Osher,['https://learnmore.duke.edu/olli/new-olli-director-named'],0
1.0,0.05555555555555555,0.0,Anne,Wolff,['http://www.keyc.com/story/38375311/manic-monday-beginning-of-highway-14-construction'],0
5.333333333333333,0.3137254901960784,0.0,Andrew,Davis,"['https://chicagotonight.wttw.com/2018/06/06/uchicago-study-earth-might-have-supported-life-earlier-thought', 'https://www.troymessenger.com/2018/06/06/boys-of-summer-nine-troy-all-star-teams-ready-to-begin-the-summer/', 'http://www.classical-music.com/article/elgars-enigma-variations-what-listen-next']",0
4.0,0.3076923076923077,0.0,Bob,Diamond,"['https://www.standard.co.uk/business/smallcap-spotlight-bob-diamonds-atlas-mara-posts-profit-rise-onthemarket-disappoints-a3857561.html', 'https://www.irishtimes.com/business/economy/london-briefing-tsb-s-paul-pester-gets-set-for-second-grilling-1.3520581']",0
0.0,0.0,0.0,Anne,Wolff,['http://www.mankatofreepress.com/news/local_news/full-scale-highway-construction-returns-for-year/article_86aab748-69cb-11e8-b8a0-4799f4de8717.html'],0
2.0,0.1,0.0,Sara,Burns,['http://www.bordermail.com.au/story/5447681/bus-shelter-display-highlights-squirrel-glider-conservation/'],0
